 #mass            theta           
   0.00000030000   0.10000000000
  #Global X        distance        pnn             pmn             pnm             pmm             
   1.666368E+000   6.312000E-003   1.140853E-010   1.205409E-009   1.205409E-009   2.906890E-008
   1.679040E+000   6.336000E-003   1.090739E-010   1.152460E-009   1.152460E-009   2.779201E-008
   1.691760E+000   6.360000E-003   1.042827E-010   1.101836E-009   1.101836E-009   2.657121E-008
   1.704528E+000   6.384000E-003   9.970194E-011   1.053437E-009   1.053437E-009   2.540403E-008
   1.717344E+000   6.408000E-003   9.532239E-011   1.007163E-009   1.007163E-009   2.428812E-008
   1.730208E+000   6.432000E-003   9.113521E-011   9.629219E-010   9.629219E-010   2.322123E-008
   1.743120E+000   6.456000E-003   8.713196E-011   9.206241E-010   9.206241E-010   2.220120E-008
   1.756080E+000   6.480000E-003   8.330457E-011   8.801844E-010   8.801844E-010   2.122598E-008
   1.769088E+000   6.504000E-003   7.964529E-011   8.415210E-010   8.415210E-010   2.029360E-008
   1.782144E+000   6.528000E-003   7.614676E-011   8.045560E-010   8.045560E-010   1.940217E-008
   1.795248E+000   6.552000E-003   7.280190E-011   7.692147E-010   7.692147E-010   1.854990E-008
   1.808400E+000   6.576000E-003   6.960397E-011   7.354258E-010   7.354258E-010   1.773507E-008
   1.821600E+000   6.600000E-003   6.654651E-011   7.031212E-010   7.031212E-010   1.695603E-008
   1.834848E+000   6.624000E-003   6.362336E-011   6.722355E-010   6.722355E-010   1.621122E-008
